,SEX,SEX_MAP,EMOT,Field1,SIT,model_completion
3058,2,female,4.0,sadness,When I part with my friends I feel always sad for some time. I can't remember a concrete example now. For example I have just parted with a friend of mine and I am feeling sad.,Sadness
3059,2,female,5.0,disgust,"In autumn I had to move to another lodging. My landlords, quite intelligent people, warned me I had to move in the nearest future. But I had difficulties in moving my luggage because I couldn't wait for a car to come. How amazed I was to hear them threatening me they would throw our my things. And at that my luggage was well packed and did not stand in their way. I was quite  disappointed and disgusted.",Frustration
3060,2,female,6.0,shame,"During our last exarcise in agricultural machines we went out in the yard to examine a row of machines. But we seemed not to have fulfilled our task well, because when our teacher came and asked me a question I was unable to answer. I felt awkward because he didn't deserve it.",Embarrassment
3061,2,female,7.0,guilt,I remember about an unpleasant event in relation to my mother. I felt guilty before her.,Regret
3062,1,male,1.0,joy,When I succeded in establishing a contact with a girl (who is now my girlfriend).,Joy
3063,1,male,2.0,fear,I fear before each exam.,Anxiety
3064,1,male,3.0,anger,When my bosom friend tried to lie to me.,Betrayed
3065,1,male,4.0,sadness,When I quarrelled with a very close friend of mine.,Sadness
3066,1,male,5.0,disgust,When I see the acts and deeds of a blind drunk man.,Concern
3067,1,male,6.0,shame,When I wasn't well prepared for a terminal exam and the teacher tried to give me a three by asking me some very easy questions. I burned with shame then.,Embarrassment
3068,1,male,7.0,guilt,When once my mother asked me to do some work for her at home because she was busy and moreover this work was to be done by a man. But it remained undone.,Determined
3069,1,male,1.0,joy,"I feel joy usually after each taken exam, the last one was in February.",Relief
3070,1,male,2.0,fear,It was not long ago when I and two of friends of mine got quite drunk and one of them began to rave under the influence of the alcohol. I felt fear of what could have happened.,Anxiety
3071,1,male,3.0,anger,"I felt anger at my last exam, I felt angry with our teacher, because he did not rate me objectively and I failed.",Anger
3072,1,male,4.0,sadness,"I met a girl some time ago and I cared very much about her but it happened so that we left each other. I felt some sort of sadness, I think I can call it so.",Sadness
3073,1,male,5.0,disgust,I had a very good friend (boy) and I thought I could rely on him but he behaved badly with a girl who used to trust us completely.,Betrayed
3074,1,male,6.0,shame,Immediately after the New Year holidays I happened to visit a party where there was a lot of alcohol and I became drunk. On the next day I felt sort of ashamed when I remembered what I had said and done on the night before.,Embarrassment
3075,1,male,7.0,guilt,Last year I put off an exam for the autumn session without knowing if there was a supplementary examination session. When I came home with my exam unpassed I felt guilty before my parents when I remembered how much they had done for me.,Guilt
3076,1,male,1.0,joy,When I was admitted to the Higher Institute.,Excitement
3077,1,male,2.0,fear,I felt fear when I fell down and broke my leg into pieces and I could not feel it at all.,Fear
3078,1,male,3.0,anger,I felt angry when I failed in an exam about which I knew quite a few things and I did not deserve to be plucked.,Frustration
3079,1,male,4.0,sadness,When my mother and father were on an excursion in Chechoslovakia and I was at a student camp and I heard over the radio about the events that were taking place there.,Worry
3080,1,male,5.0,disgust,I felt disgust with alcohol in general when a close friend of mine got so drunk that he didn't realize what he was doing and it was quite shameful.,Disgust
3081,1,male,6.0,shame,I felt ashamed when my parents found out that I had deceived them.,Guilt
3082,1,male,7.0,guilt,"I felt guilty when I had taken the car keys and I had an accident but as my parents did not know who was to blame, they punished my brother because I had no driving licence and they thought it impossible that had driven the car.",Guilt
3083,2,female,1.0,joy,I felt joy when I was admitted to the Higher Agricultural Institute.,Joy
3084,2,female,2.0,fear,I feel fear quite often but this feeling was very strong last year when my husband was quite unexpectedly sent to the hospital.,Anxiety
3085,2,female,3.0,anger,That was what I felt with a teacher who put down quite unreal marks.,Frustration
3086,2,female,4.0,sadness,I felt sad when a friend of mine died and I felt that something had irrevocably gone away from me.,Grief
3087,2,female,5.0,disgust,"I felt disgust with a lady teacher who used to nag, to mock, to interrupt everyone of my fellow students each time we had a class with her in our first year.",Frustration
3088,2,female,6.0,shame,That was what I felt when I told my first lie and then was cought.,Guilt
3089,2,female,7.0,guilt,I felt guilty when I failed to take an exam though I had had enough time to read for it but I hadn't made use of it.,Regret
3090,2,female,1.0,joy,I was for the first time on a brigade this year. At that time my sister was to bear a child. I was mad with joy when I opened the telegram from my parents and learned I had a nephew.,Joy
3091,2,female,2.0,fear,It was some years ago when one evening some people came home and told us my father was badly injured in an accident.,Fear
3092,2,female,3.0,anger,"I faced this feeling when I realized I wasn't admitted to the institute in the first classifying, in spite of the high mark I had got at the entrance examination.",Disappointment
3093,2,female,4.0,sadness,Always when I get separated from my friends and relatives from my home town.,Loneliness
3094,2,female,5.0,disgust,I feel disgust with my first boyfriend who made fun of our love in an abominable way.,Hurt
3095,2,female,6.0,shame,I have always felt ashamed for some people's behavior to their too old parents. I have felt hurt and shy when they have left them to the mercy of fate.,Sadness
3096,2,female,7.0,guilt,I feel always guilty before my parents when I come home and have to tell them I have failed an exam.,Shame
3097,1,male,1.0,joy,Naturally when I got myself discharged this was my second birthday.,Relief
3098,1,male,2.0,fear,When I failed my first exam at the Higher Institute.,Disappointment
3099,1,male,3.0,anger,A nuisance used to live in our flat a month ago. I experienced this feeling when I tried to chase her out.,Frustration
3100,1,male,4.0,sadness,After my father's death.,Grief
3101,1,male,5.0,disgust,With an alcoholic.,Concerned
3102,1,male,6.0,shame,Once I had dinner at an elegant restaurant and I did not have enough money to pay the bill. There were a lot of people there and I felt quite awkward.,Embarrassment
3103,1,male,7.0,guilt,Something very unpleasant happened when I was a soldier and I was directly involved in it.,Distressed
3104,1,male,1.0,joy,"I felt the greatest burst of joy when after being heavily ill for a long period, my father came back home.",Relief
3105,1,male,2.0,fear,I was terrified during an axcursion in Italy. I was lost and left alone in this unfamiliar country.,Fear
3106,1,male,3.0,anger,I took part in a football match. The referee was extremely partial to the opposite team. This stirred up my discontent and anger.,Frustration
3107,1,male,4.0,sadness,When my first girlfriend an I left each other.,Confusion
3108,1,male,5.0,disgust,During a summer holiday at a bar I happened to see a dead to the world woman.,Concern
3109,1,male,6.0,shame,When I first had a sexual intercourse.,Anxiety
3110,1,male,7.0,guilt,I remember when I was a little boy I broke a Swiss dinner set quite involuntarily.,Confusion
3111,2,female,1.0,joy,When I got a message that I was employed as a nurse at a kindergarten.,Excitement
3112,2,female,2.0,fear,When I first sat for an entrance examination.,Anxiety
3113,2,female,3.0,anger,"When a teacher though pretending to be a highly cultivated teacher and a man, slapped a classmate of mine in the face quite undeservedly.",Outrage
3114,2,female,4.0,sadness,When I got separated from my first love.,Sadness
3115,2,female,5.0,disgust,"Many times, when my father used to come home drunk and maltreated physically me and my mother.",Fear
3116,2,female,6.0,shame,When for the first and the last time I tried to crib and the teacher was with her back to me but right when I was taking the materials out she turned round and saw me.,Embarrassment
3117,2,female,7.0,guilt,When at times unconscienciously I speak to my mother in a high tome but after that I am sorry and I feel guilty.,Regret
3118,2,female,1.0,joy,Being invited out by a person I wished to get closer to. He telephoned and invited me to go out with him the next night.,Excitement
